Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
"""laugh:happiness""::""hand:finger""","finger""","[('hand""', 0.9090331792831421), ('hands""', 0.9086505770683289), ('""hands', 0.9040119647979736), ('""happiness', 0.8694214224815369), ('fingers""', 0.8620254993438721), ('""hard', 0.8550027012825012), ('happy""', 0.8542824983596802), ('""happy', 0.8463967442512512), ('hold""', 0.8463253974914551), ('life""', 0.8458777070045471)]",51,0.833124518
"""laugh:happiness""::""beer:wine""","wine""","[('beer""', 0.9237800240516663), ('""happiness', 0.8816395998001099), ('alcohol""', 0.8779178261756897), ('happy""', 0.8774688243865967), ('drinking""', 0.876014232635498), ('drink""', 0.873593270778656), ('delicious""', 0.8678731918334961), ('""happy', 0.865883469581604), ('life""', 0.8635457754135132), ('food""', 0.8630821108818054)]",51,0.853073359
"""laugh:happiness""::""corpse:death""","death""","[('corpse""', 0.919365644454956), ('""happiness', 0.8790612816810608), ('unhappiness""', 0.8680601119995117), ('depressed""', 0.8603916168212891), ('""coarse', 0.8533139228820801), ('happy""', 0.8515154719352722), ('possess""', 0.850988507270813), ('""depressed', 0.8496364951133728), ('appease""', 0.8494820594787598), ('express""', 0.8461597561836243)]",51,0.835156381
"""laugh:happiness""::""letter:word""","word""","[('letters""', 0.8920788764953613), ('""letters', 0.8893276453018188), ('""happiness', 0.8808808922767639), ('notes""', 0.8801251649856567), ('love""', 0.8765707015991211), ('hope""', 0.8744292855262756), ('words""', 0.8727845549583435), ('paper""', 0.8724981546401978), ('beautiful""', 0.8720592856407166), ('sweet""', 0.8719844818115234)]",51,0.858808756
"""laugh:happiness""::""circus:ringmaster""","ringmaster""","[('""happiness', 0.8516879677772522), ('happy""', 0.833824098110199), ('unhappiness""', 0.8247554302215576), ('bliss""', 0.823983371257782), ('sweetness""', 0.8234269618988037), ('sweet""', 0.8229652047157288), ('beautiful""', 0.8227795958518982), ('nicely""', 0.8216235637664795), ('""cruel', 0.8210979700088501), ('""happy', 0.820144772529602)]",52,0.812925875
"""laugh:happiness""::""baptism:priest""","priest""","[('""happiness', 0.808996319770813), ('holiness""', 0.7916818261146545), ('heaven""', 0.7858492136001587), ('worship""', 0.7841398119926453), ('salvation""', 0.7834638953208923), ('bathing""', 0.7826327085494995), ('bathe""', 0.7789568901062012), ('happy""', 0.7765828371047974), ('bliss""', 0.776383101940155), ('sweetness""', 0.7754229307174683)]",52,0.760709524
"""crown:royalty""::""currency:dollar""","dollar""","[('currency""', 0.9316206574440002), ('""money', 0.89595627784729), ('money""', 0.895385205745697), ('prosperity""', 0.8855994939804077), ('nicely""', 0.8790147304534912), ('solemnly""', 0.8789249658584595), ('excellent""', 0.8788396120071411), ('rich""', 0.8784897923469543), ('subsequently""', 0.8778841495513916), ('history""', 0.877829372882843)]",52,0.868916094
"""laugh:happiness""::""noise:music""","music""","[('noise""', 0.9046847224235535), ('""happiness', 0.8917924761772156), ('bliss""', 0.8729850649833679), ('pleasure""', 0.8709955215454102), ('noisy""', 0.8699921369552612), ('""bliss', 0.8690194487571716), ('happy""', 0.8688833117485046), ('consciousness""', 0.8680830001831055), ('love""', 0.8677647709846497), ('plenteousness""', 0.8669377565383911)]",53,0.856653929
"""laugh:happiness""::""dirty:clean""","clean""","[('dirty""', 0.9305166602134705), ('""happiness', 0.9018872380256653), ('dirtied""', 0.9018144011497498), ('""dirtiness', 0.8951780200004578), ('happy""', 0.8925866484642029), ('sweet""', 0.8919508457183838), ('nicely""', 0.8907222151756287), ('love""', 0.889743983745575), ('""sweet', 0.8888553380966187), ('beautiful""', 0.888788104057312)]",53,0.877271533
"""laugh:happiness""::""dirty:clean""","clean""","[('dirty""', 0.9305166602134705), ('""happiness', 0.9018872380256653), ('dirtied""', 0.9018144011497498), ('""dirtiness', 0.8951780200004578), ('happy""', 0.8925866484642029), ('sweet""', 0.8919508457183838), ('nicely""', 0.8907222151756287), ('love""', 0.889743983745575), ('""sweet', 0.8888553380966187), ('beautiful""', 0.888788104057312)]",53,0.877271533
"""laugh:happiness""::""dirty:clean""","clean""","[('dirty""', 0.9305166602134705), ('""happiness', 0.9018872380256653), ('dirtied""', 0.9018144011497498), ('""dirtiness', 0.8951780200004578), ('happy""', 0.8925866484642029), ('sweet""', 0.8919508457183838), ('nicely""', 0.8907222151756287), ('love""', 0.889743983745575), ('""sweet', 0.8888553380966187), ('beautiful""', 0.888788104057312)]",53,0.877271533
"""laugh:happiness""::""photogenic:picture""","picture""","[('photogenic""', 0.9103435277938843), ('""happiness', 0.872399628162384), ('beautiful""', 0.846493661403656), ('sweetness""', 0.8462488055229187), ('happy""', 0.8460935354232788), ('bliss""', 0.8440561294555664), ('unhappiness""', 0.8393940925598145), ('placid""', 0.8371147513389587), ('splurge""', 0.8369311690330505), ('""sweetness', 0.8362653255462646)]",53,0.821536005
"""laugh:happiness""::""restful:sleep""","sleep""","[('restfulness""', 0.9185870289802551), ('restful""', 0.9157114028930664), ('peaceful""', 0.8816360235214233), ('""rest', 0.8759747743606567), ('""happiness', 0.8728787899017334), ('rest""', 0.8718729019165039), ('bliss""', 0.8699299693107605), ('relaxing""', 0.8692695498466492), ('stillness""', 0.8681980967521667), ('""sweetness', 0.8654220104217529)]",53,0.846090615
"""laugh:happiness""::""dirty:clean""","clean""","[('dirty""', 0.9305166602134705), ('""happiness', 0.9018872380256653), ('dirtied""', 0.9018144011497498), ('""dirtiness', 0.8951780200004578), ('happy""', 0.8925866484642029), ('sweet""', 0.8919508457183838), ('nicely""', 0.8907222151756287), ('love""', 0.889743983745575), ('""sweet', 0.8888553380966187), ('beautiful""', 0.888788104057312)]",53,0.877271533
"""laugh:happiness""::""sickness:cough""","cough""","[('sickness""', 0.9215044975280762), ('illness""', 0.8916589617729187), ('""illness', 0.8847103714942932), ('""happiness', 0.8821856379508972), ('""weakness', 0.8733864426612854), ('""sweetness', 0.8698899149894714), ('sweetness""', 0.8695692420005798), ('sick""', 0.869080126285553), ('unhappiness""', 0.8670750856399536), ('""sick', 0.8651083111763)]",53,0.849755883
"""laugh:happiness""::""antibiotics:bacteria""","bacteria""","[('""antibiotic', 0.8850592970848083), ('medicine""', 0.8634618520736694), ('wellness""', 0.85152667760849), ('""medicine', 0.8513917922973633), ('medication""', 0.8505947589874268), ('""happiness', 0.8458539843559265), ('""antihistamine', 0.8426862955093384), ('contentedness""', 0.8365869522094727), ('illness""', 0.8363860845565796), ('sweetness""', 0.832912266254425)]",53,0.817443371
"""laugh:happiness""::""ball:sport""","sport""","[('ball""', 0.9197565317153931), ('""happiness', 0.8980615139007568), ('happy""', 0.8831883072853088), ('beautiful""', 0.8806449174880981), ('love""', 0.879707396030426), ('loving""', 0.8775168061256409), ('life""', 0.8773674368858337), ('sweet""', 0.8771628737449646), ('hope""', 0.8750861883163452), ('""life', 0.8743741512298584)]",53,0.863171875
"""laugh:happiness""::""television:Sony""","Sony""","[('television""', 0.910301148891449), ('""happiness', 0.8809486627578735), ('tv""', 0.8661183714866638), ('happy""', 0.8573761582374573), ('life""', 0.8562217354774475), ('unhappiness""', 0.8534721732139587), ('heaven""', 0.8529600501060486), ('love""', 0.8525675535202026), ('freedom""', 0.8525195121765137), ('liked""', 0.8521444797515869)]",54,0.842054307
"""laugh:happiness""::""clothes:shirts""","shirts""","[('clothes""', 0.9188441634178162), ('clothing""', 0.8998955488204956), ('""clothing', 0.8948121666908264), ('""happiness', 0.8866292238235474), ('happy""', 0.864982008934021), ('life""', 0.863494336605072), ('fashions""', 0.8618369102478027), ('contentedness""', 0.8595040440559387), ('love""', 0.8589743971824646), ('words""', 0.8586561679840088)]",55,0.849291205
"""laugh:happiness""::""cinema:film""","film""","[('""happiness', 0.8506802320480347), ('""movie', 0.8401608467102051), ('in""', 0.8364247679710388), ('art""', 0.8346145749092102), ('happy""', 0.8316985368728638), ('lit""', 0.8288326263427734), ('life""', 0.8270854949951172), ('sweet""', 0.8267890214920044), ('artistic""', 0.825830340385437), ('""economics', 0.8254296183586121)]",55,0.816568851
"""laugh:happiness""::""celebrant:party""","party""","[('celebrant""', 0.9179381132125854), ('happy""', 0.8888264298439026), ('celebration""', 0.8805320858955383), ('""happiness', 0.8786994218826294), ('satiation""', 0.8740211725234985), ('contentedness""', 0.8730617761611938), ('solemnly""', 0.8692330718040466), ('loving""', 0.86825031042099), ('enjoy""', 0.8677318692207336), ('""celebration', 0.8665266036987305)]",55,0.851545095
"""laugh:happiness""::""fast:quick""","quick""","[('fast""', 0.9284388422966003), ('""happiness', 0.9157794117927551), ('best""', 0.910193681716919), ('happy""', 0.9100207686424255), ('good""', 0.9095911383628845), ('nicely""', 0.9082794189453125), ('sweet""', 0.9068081378936768), ('""easy', 0.9063689708709717), ('enjoy""', 0.906116783618927), ('""sweet', 0.9057310223579407)]",55,0.894052982
"""laugh:happiness""::""clean:dirtied""","dirtied""","[('clean""', 0.9275915026664734), ('""happiness', 0.9003016352653503), ('beautiful""', 0.8984128832817078), ('cleaned""', 0.895501971244812), ('""cleanliness', 0.8938677906990051), ('sweet""', 0.892296314239502), ('""perfect', 0.8920734524726868), ('happy""', 0.8900054693222046), ('cleanliness""', 0.8889071941375732), ('""beautiful', 0.8885876536369324)]",55,0.874581277
"""laugh:happiness""::""bank:loans""","loans""","[('bank""', 0.9173226356506348), ('""happiness', 0.8942576050758362), ('happy""', 0.8812165856361389), ('money""', 0.8808522820472717), ('""money', 0.8760160803794861), ('love""', 0.8736400008201599), ('beautiful""', 0.8731492161750793), ('hope""', 0.8724443912506104), ('best""', 0.872309684753418), ('""happy', 0.8719456195831299)]",55,0.860448241
"""laugh:happiness""::""porch:house""","house""","[('""happiness', 0.8187280893325806), ('home""', 0.8005515933036804), ('beautiful""', 0.7941024899482727), ('""home', 0.7938938736915588), ('heaven""', 0.7935919761657715), ('""perfect', 0.7930967807769775), ('""sweetness', 0.7929013967514038), ('sweetness""', 0.7927799224853516), ('peaceful""', 0.7926572561264038), ('placid""', 0.7922295928001404)]",55,0.778426588
"""crown:royalty""::""car:fast""","fast""","[('car""', 0.9221428632736206), ('cars""', 0.9174489378929138), ('""cars', 0.9168205857276917), ('nicely""', 0.8822532892227173), ('""baby', 0.8820639252662659), ('""funny', 0.8809311389923096), ('liked""', 0.8807790279388428), ('""rides', 0.8807675242424011), ('dead""', 0.8804535865783691), ('rich""', 0.880351722240448)]",55,0.872961998
"""laugh:happiness""::""password:access""","access""","[('password""', 0.9060865640640259), ('""happiness', 0.8713111877441406), ('kindness""', 0.8519429564476013), ('pleasure""', 0.8516709208488464), ('friendliness""', 0.85117506980896), ('consciousness""', 0.8507157564163208), ('""eagerness', 0.8488195538520813), ('happy""', 0.84714275598526), ('words""', 0.8470797538757324), ('understood""', 0.8458486199378967)]",56,0.835798621
"""laugh:happiness""::""fabric:clothes""","clothes""","[('""happiness', 0.8376885652542114), ('adore""', 0.8229770064353943), ('beautiful""', 0.8216854333877563), ('sweetness""', 0.8211765289306641), ('elaborateness""', 0.8203308582305908), ('irenic""', 0.8199154138565063), ('happy""', 0.819624662399292), ('forms""', 0.8196009397506714), ('fullness""', 0.8195702433586121), ('love""', 0.8191160559654236)]",56,0.809260964
"""laugh:happiness""::""funny:serious""","serious""","[('happy""', 0.9430099129676819), ('funny""', 0.9411949515342712), ('""happiness', 0.9405513405799866), ('sweet""', 0.9348387718200684), ('dead""', 0.9318166971206665), ('beautiful""', 0.9311811327934265), ('excellent""', 0.9303714036941528), ('nicely""', 0.9302040934562683), ('agree""', 0.9301595091819763), ('good""', 0.9294313192367554)]",56,0.916995287
"""laugh:happiness""::""drive:car""","car""","[('drive""', 0.9133635759353638), ('""happiness', 0.872096061706543), ('""driver', 0.8690064549446106), ('driver""', 0.8688806891441345), ('love""', 0.8593642711639404), ('loving""', 0.8566790223121643), ('happy""', 0.8565926551818848), ('dream""', 0.8535200357437134), ('""love', 0.8527454733848572), ('rides""', 0.8525901436805725)]",56,0.839544773
"""crown:royalty""::""morose:sadness""","sadness""","[('somber""', 0.8950130343437195), ('mourning""', 0.8791995644569397), ('""perplexing', 0.8773554563522339), ('sneer""', 0.876023530960083), ('austere""', 0.8757164478302002), ('""perplexed', 0.8752907514572144), ('indolence""', 0.8750878572463989), ('sigh""', 0.8743398189544678), ('""pensive', 0.8731131553649902), ('dismayed""', 0.8727877736091614)]",56,0.860849261
"""laugh:happiness""::""sapling:tree""","tree""","[('sapling""', 0.9026035070419312), ('""happiness', 0.8401913642883301), ('""seedling', 0.8252052068710327), ('happy""', 0.8246331214904785), ('sweetness""', 0.8191847205162048), ('""deepen', 0.817654013633728), ('loving""', 0.8169246912002563), ('hope""', 0.8162826895713806), ('nicely""', 0.81592857837677), ('beautiful""', 0.8144459128379822)]",57,0.801314473
"""laugh:happiness""::""chuckle:guffaw""","guffaw""","[('""happiness', 0.9391686916351318), ('happy""', 0.9314220547676086), ('excellent""', 0.9294737577438354), ('nicely""', 0.9277531504631042), ('understood""', 0.9246324896812439), ('word""', 0.9241323471069336), ('screaming""', 0.9240534901618958), ('hyperventilating""', 0.9231418967247009), ('timely""', 0.9230231642723083), ('funny""', 0.9227450489997864)]",57,0.91311729
"""laugh:happiness""::""difficult:easy""","easy""","[('difficult""', 0.918291449546814), ('""happiness', 0.8788124322891235), ('""defiantly', 0.8612412810325623), ('agree""', 0.8603342771530151), ('dirtied""', 0.8601990342140198), ('emotional""', 0.8594767451286316), ('""deceptive', 0.8589629530906677), ('""perfect', 0.8589147925376892), ('beautiful""', 0.8586128950119019), ('happy""', 0.8577789664268494)]",57,0.84481287
"""laugh:happiness""::""light:illumination""","illumination""","[('light""', 0.914716899394989), ('""happiness', 0.9037533402442932), ('shine""', 0.8790422081947327), ('happy""', 0.8788043856620789), ('life""', 0.8772491812705994), ('heaven""', 0.8764837384223938), ('brightness""', 0.8742738962173462), ('""life', 0.8738964200019836), ('""shine', 0.8731288313865662), ('love""', 0.8727214932441711)]",57,0.859275579
"""laugh:happiness""::""hate:detest""","detest""","[('hate""', 0.9252991080284119), ('hating""', 0.9105305075645447), ('""happiness', 0.8987558484077454), ('hateful""', 0.8956335186958313), ('hatred""', 0.893126904964447), ('happy""', 0.8829404711723328), ('unhappiness""', 0.8785341382026672), ('life""', 0.8782505989074707), ('honestly""', 0.8756411671638489), ('love""', 0.8735622763633728)]",58,0.857866466
"""laugh:happiness""::""flour:sugar""","sugar""","[('flour""', 0.9018391966819763), ('""happiness', 0.8343828916549683), ('fullness""', 0.8115625977516174), ('holiness""', 0.8111679553985596), ('unhappiness""', 0.807874321937561), ('plenteousness""', 0.8042992353439331), ('heaven""', 0.7997553944587708), ('hope""', 0.7995004057884216), ('baking""', 0.7991024255752563), ('happy""', 0.7990105152130127)]",58,0.785438359
"""laugh:happiness""::""mogul:wealth""","wealth""","[('""happiness', 0.8587229251861572), ('royalty""', 0.8523211479187012), ('beautiful""', 0.8497626185417175), ('happy""', 0.8492292165756226), ('loving""', 0.8457328677177429), ('splurge""', 0.8455130457878113), ('word""', 0.8449952006340027), ('love""', 0.8443117141723633), ('""word', 0.844166100025177), ('heaven""', 0.8438947796821594)]",58,0.831628323
"""laugh:happiness""::""touch:tangible""","tangible""","[('touch""', 0.9098101258277893), ('""happiness', 0.8856876492500305), ('touched""', 0.8846721053123474), ('sweetness""', 0.879262387752533), ('""sweetness', 0.8778344392776489), ('love""', 0.8719177842140198), ('pleasure""', 0.871509313583374), ('fullness""', 0.8684137463569641), ('dream""', 0.8674318194389343), ('heaven""', 0.8662832975387573)]",58,0.8501091
"""laugh:happiness""::""read:learn""","learn""","[('read""', 0.9248371720314026), ('""happiness', 0.9131026268005371), ('notes""', 0.9106045961380005), ('word""', 0.9105870723724365), ('""word', 0.9099007844924927), ('understood""', 0.909562885761261), ('""agree', 0.9091058969497681), ('agree""', 0.9084934592247009), ('understand""', 0.9067611694335938), ('happy""', 0.906480073928833)]",58,0.893925369
"""laugh:happiness""::""sweetness:honey""","honey""","[('sweetness""', 0.9323099851608276), ('sweet""', 0.8967759609222412), ('""happiness', 0.8930119872093201), ('""sweet', 0.8870120048522949), ('beautiful""', 0.8811373710632324), ('love""', 0.8773393630981445), ('heaven""', 0.8748714327812195), ('nicely""', 0.874274492263794), ('happy""', 0.8735318779945374), ('loving""', 0.8722896575927734)]",58,0.85471046
"""laugh:happiness""::""fiction:poetry""","poetry""","[('""happiness', 0.8730052709579468), ('dream""', 0.8638810515403748), ('heaven""', 0.8637617826461792), ('agree""', 0.8628602623939514), ('life""', 0.8627343773841858), ('honestly""', 0.8625324964523315), ('love""', 0.8620344996452332), ('understood""', 0.8600857853889465), ('hope""', 0.8597736358642578), ('happy""', 0.8597258925437927)]",59,0.847455144
"""laugh:happiness""::""uterus:baby""","baby""","[('""happiness', 0.8074083924293518), ('unhappiness""', 0.8030359745025635), ('hormones""', 0.7952813506126404), ('understood""', 0.7847223877906799), ('life""', 0.783365786075592), ('illness""', 0.7831476926803589), ('humans""', 0.7816260457038879), ('happy""', 0.7807607054710388), ('inferior""', 0.7802720665931702), ('honestly""', 0.7799159288406372)]",59,0.766514301
"""laugh:happiness""::""anthropology:people""","people""","[('""happiness', 0.8484812378883362), ('unhappiness""', 0.8359211087226868), ('""philosophy', 0.8351345062255859), ('life""', 0.8263936042785645), ('honestly""', 0.821574866771698), ('atmosphere""', 0.8205415606498718), ('happy""', 0.8199877142906189), ('criminology""', 0.8191210627555847), ('humans""', 0.818845808506012), ('elaborateness""', 0.8174316883087158)]",60,0.803495824
"""laugh:happiness""::""prayer:reverence""","reverence""","[('prayer""', 0.9281529188156128), ('praying""', 0.9081652164459229), ('""happiness', 0.8931397795677185), ('heaven""', 0.882850170135498), ('happy""', 0.8828120231628418), ('life""', 0.8818073272705078), ('beautiful""', 0.8798147439956665), ('love""', 0.8797012567520142), ('dream""', 0.8788769841194153), ('sweet""', 0.87774258852005)]",60,0.866149902
"""laugh:happiness""::""day:evening""","evening""","[('""happiness', 0.9275955557823181), ('happy""', 0.9240428805351257), ('""happy', 0.9167270660400391), ('morning""', 0.9161008596420288), ('enjoy""', 0.9119278192520142), ('beautiful""', 0.909491240978241), ('holidays""', 0.9092108607292175), ('good""', 0.9091337323188782), ('loving""', 0.9083355069160461), ('liked""', 0.9081807136535645)]",60,0.896111012
"""laugh:happiness""::""wealth:millionaire""","millionaire""","[('wealth""', 0.9253209829330444), ('""happiness', 0.916131317615509), ('prosperity""', 0.8979827165603638), ('""investment', 0.8953817486763), ('""wealthy', 0.89520663022995), ('life""', 0.8943527936935425), ('happy""', 0.8926414847373962), ('money""', 0.8895361423492432), ('wealthy""', 0.8886918425559998), ('""life', 0.8875896334648132)]",60,0.87319684
"""laugh:happiness""::""trainer:treats""","treats""","[('""happiness', 0.8699869513511658), ('fitness""', 0.8641330003738403), ('wellness""', 0.8607205152511597), ('happy""', 0.8565921187400818), ('dream""', 0.8556457757949829), ('heaven""', 0.8555826544761658), ('love""', 0.8532718420028687), ('sweetness""', 0.8529751896858215), ('sweet""', 0.8529019355773926), ('""sweetness', 0.8502129912376404)]",60,0.839319229
"""laugh:happiness""::""sword:knife""","knife""","[('sword""', 0.9132886528968811), ('""happiness', 0.8663465976715088), ('weapons""', 0.8595069646835327), ('weapon""', 0.85898756980896), ('""weapon', 0.8561161160469055), ('""sweetness', 0.8536202311515808), ('words""', 0.8503958582878113), ('sweetness""', 0.850031316280365), ('happy""', 0.8471216559410095), ('sweet""', 0.8468539714813232)]",61,0.833189428
"""laugh:happiness""::""speed:movement""","movement""","[('speed""', 0.9227554798126221), ('""happiness', 0.907489001750946), ('happy""', 0.8911207914352417), ('fast""', 0.8903018832206726), ('freedom""', 0.8858170509338379), ('sweet""', 0.8858137726783752), ('""fast', 0.8848536014556885), ('""sweet', 0.8835245966911316), ('good""', 0.8834291100502014), ('best""', 0.8833823204040527)]",61,0.869799495
"""laugh:happiness""::""forward:backward""","backward""","[('forward""', 0.9186117649078369), ('""happiness', 0.8878101110458374), ('hope""', 0.8726732134819031), ('contentedness""', 0.8713140487670898), ('freedom""', 0.8709732294082642), ('nicely""', 0.8709232807159424), ('understood""', 0.8705185055732727), ('revived""', 0.8703442811965942), ('""progress', 0.8668557405471802), ('excellent""', 0.8665415048599243)]",61,0.857255936
"""laugh:happiness""::""baby:cry""","cry""","[('baby""', 0.9340357780456543), ('""happiness', 0.9189450740814209), ('happy""', 0.9128608703613281), ('sweet""', 0.9106433391571045), ('love""', 0.9100075364112854), ('babies""', 0.9086740016937256), ('beautiful""', 0.9060528874397278), ('sweetness""', 0.9041190147399902), ('loving""', 0.9038637280464172), ('""happy', 0.9032723903656006)]",61,0.885473311
"""laugh:happiness""::""frugality:elaborateness""","elaborateness""","[('frugality""', 0.9127610325813293), ('""happiness', 0.8601232767105103), ('prosperity""', 0.8582127094268799), ('happy""', 0.8517709970474243), ('contentedness""', 0.8517004251480103), ('friendliness""', 0.8506182432174683), ('""habitual', 0.8478087782859802), ('""friendliness', 0.847429096698761), ('life""', 0.8459836840629578), ('""investment', 0.8457550406455994)]",61,0.833886921
"""laugh:happiness""::""smile:friendship""","friendship""","[('""happiness', 0.9290506839752197), ('smile""', 0.9241462349891663), ('smiling""', 0.9111346006393433), ('happy""', 0.9110206961631775), ('""happy', 0.893369734287262), ('""smiling', 0.89034104347229), ('love""', 0.883703351020813), ('sweetness""', 0.8824560642242432), ('beautiful""', 0.8821295499801636), ('sweet""', 0.8817845582962036)]",61,0.860903323
"""laugh:happiness""::""car:wheels""","wheels""","[('car""', 0.914655327796936), ('cars""', 0.9093509912490845), ('""cars', 0.906383216381073), ('""happiness', 0.8831966519355774), ('happy""', 0.8749521374702454), ('love""', 0.8681118488311768), ('sweet""', 0.8652285933494568), ('""happy', 0.8645673990249634), ('loving""', 0.8637994527816772), ('beautiful""', 0.8635077476501465)]",62,0.849978924
"""laugh:happiness""::""sprint:fast""","fast""","[('sprint""', 0.9128004312515259), ('""happiness', 0.8834647536277771), ('happy""', 0.8701344132423401), ('nicely""', 0.8677930235862732), ('sport""', 0.8662775754928589), ('splurge""', 0.8660051822662354), ('sweet""', 0.8646188378334045), ('excellent""', 0.863951563835144), ('speed""', 0.8637651801109314), ('beautiful""', 0.8635496497154236)]",62,0.849550247
"""laugh:happiness""::""pessimist:hope""","hope""","[('""pessimistic', 0.8976250290870667), ('""happiness', 0.8722093105316162), ('depressed""', 0.8540542125701904), ('restfulness""', 0.8534289002418518), ('unhappiness""', 0.8490058183670044), ('depression""', 0.8485785126686096), ('life""', 0.8479816317558289), ('honestly""', 0.845786988735199), ('agree""', 0.8451105952262878), ('plenteousness""', 0.8448868989944458)]",62,0.831838429
"""laugh:happiness""::""yell:calmly""","calmly""","[('yell""', 0.9131283760070801), ('""happiness', 0.9037870764732361), ('happy""', 0.885540783405304), ('""happy', 0.8826768398284912), ('""hell', 0.8776000142097473), ('yelling""', 0.8774725198745728), ('good""', 0.8772870302200317), ('hear""', 0.8772621154785156), ('holy""', 0.876592218875885), ('nicely""', 0.8759183287620544)]",62,0.868153811
"""crown:royalty""::""sleep:doze""","doze""","[('sleep""', 0.9293718934059143), ('""sleepy', 0.9189469218254089), ('sleeping""', 0.914081871509552), ('""rest', 0.9043547511100769), ('lazily""', 0.9026834964752197), ('restful""', 0.9017605185508728), ('""night', 0.9016336798667908), ('rest""', 0.8985575437545776), ('sweet""', 0.8968502283096313), ('dead""', 0.8950228095054626)]",62,0.884480178
"""laugh:happiness""::""kiss:passion""","passion""","[('""happiness', 0.8663027286529541), ('""kissing', 0.8589668869972229), ('sweetness""', 0.8561564683914185), ('love""', 0.8547682762145996), ('happy""', 0.8524734973907471), ('sweet""', 0.8508753180503845), ('""sweetness', 0.8496146202087402), ('bliss""', 0.8485001921653748), ('kindness""', 0.8460819721221924), ('loving""', 0.845777153968811)]",63,0.82771045
"""laugh:happiness""::""books:library""","library""","[('books""', 0.9199855923652649), ('""book', 0.8855341076850891), ('""happiness', 0.8807672262191772), ('happy""', 0.8633775115013123), ('""literature', 0.8629326820373535), ('love""', 0.8626453280448914), ('reading""', 0.8622779846191406), ('life""', 0.8619113564491272), ('words""', 0.8608323931694031), ('pages""', 0.8589966893196106)]",63,0.846273243
"""laugh:happiness""::""barnyard:henhouse""","henhouse""","[('""happiness', 0.8317582607269287), ('""farm', 0.8170000314712524), ('heaven""', 0.8158520460128784), ('happy""', 0.8156307935714722), ('contentedness""', 0.8138444423675537), ('nicely""', 0.813551127910614), ('farm""', 0.8133357167243958), ('unhappiness""', 0.8124354481697083), ('farming""', 0.8122300505638123), ('baby""', 0.8098706603050232)]",63,0.796964109
"""laugh:happiness""::""slurp:drink""","drink""","[('slurp""', 0.9195764660835266), ('delicious""', 0.8945598006248474), ('""happiness', 0.8892759680747986), ('tasty""', 0.8888652920722961), ('""delicious', 0.8855130076408386), ('splurge""', 0.8826907277107239), ('sweet""', 0.8807046413421631), ('""burp', 0.8800674080848694), ('happy""', 0.8786134719848633), ('sweetness""', 0.8774240612983704)]",63,0.858349562
"""laugh:happiness""::""start:finish""","finish""","[('beginning""', 0.894736647605896), ('""happiness', 0.8937216997146606), ('happy""', 0.8823370933532715), ('morning""', 0.8763039112091064), ('hope""', 0.8761488795280457), ('enjoy""', 0.8755899667739868), ('done""', 0.8752220273017883), ('dream""', 0.8749203681945801), ('good""', 0.873996913433075), ('excited""', 0.8737424612045288)]",63,0.86137253
"""laugh:happiness""::""start:finish""","finish""","[('beginning""', 0.894736647605896), ('""happiness', 0.8937216997146606), ('happy""', 0.8823370933532715), ('morning""', 0.8763039112091064), ('hope""', 0.8761488795280457), ('enjoy""', 0.8755899667739868), ('done""', 0.8752220273017883), ('dream""', 0.8749203681945801), ('good""', 0.873996913433075), ('excited""', 0.8737424612045288)]",63,0.86137253
"""laugh:happiness""::""jewelry:rings""","rings""","[('""happiness', 0.865267813205719), ('beautiful""', 0.8571860194206238), ('""necklace', 0.8551932573318481), ('bejewelled""', 0.8548238277435303), ('""sweetness', 0.8529286980628967), ('happy""', 0.8525599241256714), ('sweetness""', 0.8509142398834229), ('sweet""', 0.8506245613098145), ('love""', 0.8500180840492249), ('contentedness""', 0.8496279120445251)]",64,0.835420668
"""laugh:happiness""::""rabbit:hop""","hop""","[('""happiness', 0.850764274597168), ('happy""', 0.8395512700080872), ('baby""', 0.8363308310508728), ('""happy', 0.8359610438346863), ('""baby', 0.8312969207763672), ('heaven""', 0.8305842876434326), ('sweet""', 0.828519344329834), ('love""', 0.8277193307876587), ('hope""', 0.8276877999305725), ('animal""', 0.8271340727806091)]",64,0.814603448
"""laugh:happiness""::""roar:lion""","lion""","[('roar""', 0.9070093631744385), ('""happiness', 0.8723123669624329), ('happy""', 0.8576356172561646), ('love""', 0.8522839546203613), ('hope""', 0.8483152985572815), ('loving""', 0.847716212272644), ('dream""', 0.8467215895652771), ('animal""', 0.8455737233161926), ('beautiful""', 0.8451904058456421), ('heaven""', 0.8440398573875427)]",64,0.832467139
"""laugh:happiness""::""plant:flower""","flower""","[('plants""', 0.896401047706604), ('plant""', 0.8957526683807373), ('""plants', 0.891815185546875), ('""happiness', 0.8675771355628967), ('happy""', 0.8551291227340698), ('plenteousness""', 0.8526999354362488), ('pleasure""', 0.850217878818512), ('placid""', 0.8485249876976013), ('life""', 0.8472163081169128), ('""happy', 0.846677839756012)]",64,0.831235826
"""laugh:happiness""::""winner:trophy""","trophy""","[('winner""', 0.9261093139648438), ('""happiness', 0.9172369837760925), ('happy""', 0.9080902338027954), ('best""', 0.9003269672393799), ('""happy', 0.8991619348526001), ('champion""', 0.8990976810455322), ('good""', 0.8984506130218506), ('victory""', 0.8974913358688354), ('dream""', 0.8969584703445435), ('liked""', 0.8964993357658386)]",64,0.880827129
